data,categoria,tipo,valor,descricao,metodo_pgto
13-07-2022,Vestuário,despesa,367.09,Vestuário - pagamento,Cartão de Crédito
2024/11/23,Manutenção,despesa,5,Manutenção - pagamento,Transferência
2024-01-29,Vestuário,despesa,141.98,,Débito
03-11-2022,Freelance,receita,6445.87,,Pix
19/02/2023,Educação,despesa,446.45,Educação - pagamento,Cartão de Crédito
2024-12-10,Bônus,receita,3012.58,,Cartão de Crédito
08/01/2023,alimentação,despesa,629.15,alimentação - pagamento,
2022/05/01,Rendimentos,receita,6940.45,,
01-01-2024,Freelance,receita,2385.07,Freelance - pagamento,
13-04-2022,alimentação,despesa,77.27,alimentação - pagamento,Débito
29-04-2022,Salário,receita,5808.96,,Cartão de Crédito
10/04/2022,Bônus,receita,8623.17,,Boleto
2024-09-27,Lazer,despesa,563.76,Lazer - pagamento,
2022-09-01,Lazer,despesa,85.02,,
2022-02-18,Salário,receita,4325.3,Salário - pagamento,Cartão de Crédito
15-07-2022,Freelance,receita,3657.11,Freelance - pagamento,Cartão de Crédito
05/03/2024,Salário,receita,3509.49,Salário - pagamento,
08-06-2024,Salário,receita,3895.73,Salário - pagamento,Cartão de Crédito
2022/04/16,Salário,receita,6993.77,Salário - pagamento,Transferência
2024-01-05,Vestuário,despesa,537.01,Vestuário - pagamento,Débito
27/06/2024,Vestuário,despesa,557.35,Vestuário - pagamento,
2023/08/29,Manutenção,despesa,694.34,Manutenção - pagamento,Boleto
2023-01-29,assinaturas,despesa,334.36,,Pix
20/07/2023,Vestuário,despesa,274.6,,Transferência
13/11/2022, Saúde,despesa,12.55,Saúde - pagamento,
2024/01/12,Transporte ,despesa,422.91,Transporte - pagamento,Pix
29/07/2024,Freelance,receita,5283.44,,Cartão de Crédito
2023/11/23,,despesa,578.94,,Boleto
2024-05-30,Bônus,receita,7515.72,Bônus - pagamento,Débito
2022-06-03,Freelance,receita,"R$ 5.139,11",,Transferência
21/03/2022, Saúde,despesa,5,Saúde - pagamento,Débito
14/09/2024,Alimentação,despesa,213.25,Alimentação - pagamento,Débito
05-10-2022,Freelance,receita,"R$ 4.659,91",Freelance - pagamento,Pix
29-10-2023,Vestuário,despesa,98.77,,Débito
24/03/2022,Rendimentos,receita,5097.54,,Débito
08/11/2023,Salário,receita,6978.02,Salário - pagamento,Boleto
2023-05-11,Educação,despesa,219.08,Educação - pagamento,Transferência
2024-08-11,Educação,despesa,517.52,Educação - pagamento,Débito
2024-03-25,Salário,receita,6778.49,,Pix
2024/07/03,Moradia,despesa,322.57,Moradia - pagamento,Pix
2022-05-22,Educação,despesa,381.76,,Cartão de Crédito
2024-02-04,Salário,receita,3193.72,Salário - pagamento,
09-06-2024,Educação,despesa,250.47,Educação - pagamento,Boleto
2023/02/26,Transporte ,despesa,"R$ 5,00",,Cartão de Crédito
25/03/2022,assinaturas,despesa,437.74,assinaturas - pagamento,Boleto
2024-03-16,Vestuário,despesa,109.74,Vestuário - pagamento,
26-07-2023,Salário,receita,"R$ 3.005,47",Salário - pagamento,Cartão de Crédito
27-07-2023,Freelance,receita,6467.3,Freelance - pagamento,Boleto
2022/03/26,Manutenção,despesa,208.57,Manutenção - pagamento,Débito
06/08/2022,Educação,despesa,346.59,Educação - pagamento,
2023-11-23,Salário,receita,5699.31,Salário - pagamento,
24/03/2022,Bônus,receita,4352.25,Bônus - pagamento,
2023/12/24,Impostos,despesa,417.55,Impostos - pagamento,Transferência
21/01/2023,Freelance,receita,6856.92,,
27-11-2022,Rendimentos,receita,7341.86,,Boleto
2024/02/08,Freelance,receita,"R$ 4.009,15",Freelance - pagamento,Cartão de Crédito
10/06/2022, Saúde,despesa,599.49,Saúde - pagamento,
2023/05/18,assinaturas,despesa,"R$ 511,07",assinaturas - pagamento,Transferência
03-03-2024,Lazer,despesa,129.8,Lazer - pagamento,Cartão de Crédito
2024-03-07,alimentação,despesa,311.97,alimentação - pagamento,Débito
2023/12/02,Freelance,receita,3900.41,,Transferência
27-03-2022, Saúde,despesa,167.03,,Pix
12/01/2023,Vestuário,despesa,-1267.18,Vestuário - pagamento,Pix
24/05/2022,Alimentação,despesa,258.25,,Transferência
2024/12/12,Vestuário,despesa,5,Vestuário - pagamento,Transferência
11/08/2023,assinaturas,,155.7,,Cartão de Crédito
11-06-2023,alimentação,despesa,"R$ 403,03",alimentação - pagamento,Transferência
06/01/2024, Saúde,despesa,122.24,,Boleto
09-11-2024,Salário,receita,5560.58,Salário - pagamento,Débito
2024/07/06,Educação,despesa,597.55,Educação - pagamento,Boleto
2022-02-14,Salário,receita,3011.88,Salário - pagamento,Cartão de Crédito
2023-04-26,Lazer,despesa,179.79,,
03/08/2023, Saúde,despesa,"R$ 126,79",Saúde - pagamento,Cartão de Crédito
2022/01/20,Transporte ,despesa,451.48,,
2023/11/11,Rendimentos,receita,4091.58,Rendimentos - pagamento,Débito
2024/07/20,Bônus,receita,2978.64,Bônus - pagamento,Débito
2023-10-12,Alimentação,despesa,58.87,Alimentação - pagamento,
27/05/2022,Rendimentos,receita,2603.7,Rendimentos - pagamento,
08/08/2024,assinaturas,despesa,5,,Débito
04-04-2022,Moradia,despesa,551.02,Moradia - pagamento,Pix
27/10/2024,Lazer,despesa,605.9,,
27-03-2022,Salário,receita,2951.3,Salário - pagamento,Débito
10/02/2023,Moradia,despesa,"R$ 167,36",Moradia - pagamento,Pix
01/04/2024,Manutenção,despesa,238.58,Manutenção - pagamento,Transferência
18-05-2022,Bônus,receita,4358.4,Bônus - pagamento,Pix
2023-12-13,Vestuário,despesa,339.08,,Boleto
10/11/2022,Lazer,despesa,383.64,Lazer - pagamento,Débito
01/12/2022, Saúde,despesa,323.74,Saúde - pagamento,Pix
2023/08/29, Saúde,despesa,5,,
2022-09-27,Rendimentos,receita,291.03,Rendimentos - pagamento,Cartão de Crédito
2023/07/28,Impostos,despesa,94.01,,Boleto
2024-03-19,Salário,receita,"R$ 5.463,98",Salário - pagamento,Transferência
06/01/2023,Freelance,receita,"R$ 7.061,31",Freelance - pagamento,Pix
15-07-2023,Freelance,receita,5401.14,Freelance - pagamento,Transferência
2023/06/30,Vestuário,despesa,5,Vestuário - pagamento,Transferência
25-04-2022,Moradia,despesa,361.53,,Boleto
13-02-2024,alimentação,despesa,148.89,alimentação - pagamento,Boleto
2023-09-28,alimentação,despesa,88.38,alimentação - pagamento,Débito
16/10/2022,assinaturas,despesa,406.58,assinaturas - pagamento,Pix
2023-08-06,Rendimentos,receita,4823.81,Rendimentos - pagamento,Débito
20/05/2024,Salário,receita,"R$ 3.895,81",Salário - pagamento,Cartão de Crédito
2023/06/22,Manutenção,despesa,362.28,Manutenção - pagamento,
16/10/2022,Impostos,despesa,21.36,Impostos - pagamento,Cartão de Crédito
2024/10/16, Saúde,despesa,404.61,Saúde - pagamento,Cartão de Crédito
07/06/2022,Impostos,despesa,162.3,,Pix
2023-10-03,alimentação,despesa,705.13,,
15/05/2022,assinaturas,despesa,297.82,assinaturas - pagamento,
12/04/2022,Manutenção,,185.03,Manutenção - pagamento,Pix
05-03-2024,,despesa,306.71,assinaturas - pagamento,Pix
01/10/2024, Saúde,despesa,613.08,,
30-11-2022,assinaturas,despesa,600.35,assinaturas - pagamento,Boleto
2024-03-18, Saúde,despesa,619.18,Saúde - pagamento,Boleto
30-07-2022,Manutenção,despesa,261.09,,
05-12-2023,Rendimentos,receita,2530.72,Rendimentos - pagamento,Débito
2023-04-03,Educação,despesa,129.56,Educação - pagamento,Transferência
27/02/2022,Lazer,despesa,728.04,,Boleto
13-05-2022,Bônus,receita,4521.29,Bônus - pagamento,Débito
2023/05/08,Freelance,receita,5484.27,,Pix
20/01/2022,alimentação,despesa,594.05,alimentação - pagamento,Transferência
18/10/2024,Alimentação,despesa,123.0,Alimentação - pagamento,Boleto
2022-12-28,Moradia,despesa,400.84,Moradia - pagamento,Cartão de Crédito
2023/09/14,Impostos,despesa,442.14,Impostos - pagamento,Débito
24/01/2024,Impostos,despesa,832.18,Impostos - pagamento,Débito
2024-02-19,Transporte ,despesa,479.46,,Boleto
20/12/2023,Manutenção,despesa,248.82,Manutenção - pagamento,Pix
2022/03/14,Manutenção,despesa,"R$ 354,96",,Boleto
01-06-2022,Salário,receita,3312.68,Salário - pagamento,Cartão de Crédito
2024/09/18,Educação,despesa,259.55,Educação - pagamento,
2023/09/02,Manutenção,despesa,600.58,Manutenção - pagamento,Boleto
04-08-2022,Educação,despesa,572.51,Educação - pagamento,
2024-07-31,Lazer,despesa,200.47,,Boleto
22/10/2022,Freelance,receita,6327.33,Freelance - pagamento,
09/05/2024,Rendimentos,receita,4574.98,Rendimentos - pagamento,Cartão de Crédito
2024/12/04,Vestuário,,191.98,Vestuário - pagamento,Débito
2023/05/19,assinaturas,despesa,420.38,assinaturas - pagamento,Pix
05-01-2022,Transporte ,despesa,546.27,Transporte - pagamento,
06-01-2024,Vestuário,despesa,524.29,Vestuário - pagamento,Boleto
2024-09-10,Salário,receita,5185.78,,Boleto
01/11/2023,Vestuário,despesa,103.68,,Boleto
06-03-2024,Moradia,despesa,5,Moradia - pagamento,
14/12/2022,Moradia,despesa,589.15,,Cartão de Crédito
05/07/2022,assinaturas,despesa,816.61,assinaturas - pagamento,
20-07-2022,Manutenção,despesa,350.01,Manutenção - pagamento,Pix
2024-12-30, Saúde,despesa,99.87,Saúde - pagamento,
2022-06-18,Moradia,despesa,323.24,,
25/02/2022,Vestuário,despesa,121.71,,
2022/09/06,assinaturas,despesa,738.19,,
2023-11-30,Manutenção,despesa,453.27,Manutenção - pagamento,Boleto
2024/11/16,Vestuário,despesa,924.25,Vestuário - pagamento,Cartão de Crédito
2022-08-09,alimentação,despesa,172.72,,Cartão de Crédito
2024/09/17,Educação,despesa,5,Educação - pagamento,
2022/10/10,Moradia,despesa,527.2,Moradia - pagamento,Boleto
2024-02-01,Lazer,despesa,"R$ 650,10",Lazer - pagamento,
2024-05-16,Educação,despesa,594.16,Educação - pagamento,Débito
2023/09/25,Salário,receita,7506.98,,Boleto
03-08-2023,assinaturas,despesa,209.2,assinaturas - pagamento,Débito
06-10-2022,Salário,receita,1312.47,,Boleto
25/11/2023,Alimentação,despesa,"R$ 289,32",Alimentação - pagamento,Pix
2024/11/07,alimentação,despesa,348.38,alimentação - pagamento,Pix
2024/09/08,Impostos,despesa,211.69,Impostos - pagamento,Débito
2023/05/15,Alimentação,despesa,150.9,Alimentação - pagamento,Cartão de Crédito
2024/08/21,Vestuário,despesa,"R$ 5,00",Vestuário - pagamento,
21/06/2022,Bônus,receita,4857.55,,Boleto
2024-09-16,Alimentação,despesa,"R$ 666,38",Alimentação - pagamento,Transferência
2024/07/06,Bônus,receita,4400.93,Bônus - pagamento,
17-02-2022,Vestuário,despesa,165.48,Vestuário - pagamento,Transferência
2022-05-06,Transporte ,despesa,5,,Débito
2024-10-03,Transporte ,despesa,262.51,,Transferência
17/12/2024,Alimentação,despesa,930.79,Alimentação - pagamento,Boleto
29/12/2023,Alimentação,despesa,410.81,,Pix
20-02-2022,Freelance,receita,6188.39,Freelance - pagamento,Pix
2024/05/15,Vestuário,despesa,498.51,Vestuário - pagamento,Pix
2023-09-22,Freelance,receita,3734.44,Freelance - pagamento,Pix
20/05/2022,Salário,receita,3973.7,Salário - pagamento,Cartão de Crédito
09-01-2024, Saúde,despesa,104.97,Saúde - pagamento,Cartão de Crédito
2024-12-21,Impostos,despesa,5,,
27/11/2023,Vestuário,despesa,"R$ 87,73",Vestuário - pagamento,Transferência
14-01-2022,Freelance,receita,6290.81,Freelance - pagamento,Pix
29/10/2022,Bônus,receita,4608.48,,Cartão de Crédito
20/05/2022,Salário,receita,3564.83,,Débito
17-10-2023,Transporte ,despesa,153.07,Transporte - pagamento,
03/10/2023,Lazer,despesa,350.11,Lazer - pagamento,Pix
28-10-2024,Educação,despesa,712.62,,Pix
23-09-2024,Moradia,despesa,435.34,,Transferência
11-10-2023,Bônus,receita,6437.19,Bônus - pagamento,Boleto
27/11/2024,Freelance,receita,3621.92,Freelance - pagamento,Débito
11-10-2023,alimentação,despesa,598.08,alimentação - pagamento,
19-08-2022,Transporte ,despesa,449.77,Transporte - pagamento,Pix
2024/03/31, Saúde,despesa,121.54,Saúde - pagamento,
2024-12-04,Bônus,receita,2914.19,,Débito
2024-12-24,assinaturas,despesa,220.77,assinaturas - pagamento,
2024/09/07,assinaturas,despesa,161.43,assinaturas - pagamento,Boleto
03/05/2024,Transporte ,despesa,641.63,Transporte - pagamento,Boleto
22-04-2022, Saúde,despesa,102.9,,Cartão de Crédito
27/04/2024,Rendimentos,receita,"R$ 4.503,94",,Débito
25/03/2023,Educação,despesa,797.67,Educação - pagamento,Débito
03-10-2022,Freelance,receita,2475.6,Freelance - pagamento,
2022-05-15,Bônus,receita,4913.34,Bônus - pagamento,Débito
2022/01/16,Manutenção,despesa,287.5,,Transferência
2022/06/17,alimentação,despesa,46.5,alimentação - pagamento,Pix
2024-12-14,Educação,despesa,251.53,Educação - pagamento,
31-03-2024,alimentação,despesa,446.8,,Pix
2024/06/14,Impostos,despesa,505.44,Impostos - pagamento,Pix
16/04/2024,Salário,receita,5431.41,,
2022-07-30,Salário,receita,6226.56,Salário - pagamento,
2024-07-23,Rendimentos,receita,6886.22,Rendimentos - pagamento,Boleto
30/04/2022,Bônus,receita,"R$ 5.201,00",Bônus - pagamento,
2023-02-06,alimentação,despesa,595.96,alimentação - pagamento,Pix
2022-05-16,alimentação,despesa,382.73,,
14-08-2023,Rendimentos,receita,1876.63,,
2022/06/01,Educação,despesa,191.51,Educação - pagamento,Débito
2024-11-15,Freelance,receita,7391.35,Freelance - pagamento,Transferência
2022/04/01,Alimentação,despesa,76.6,Alimentação - pagamento,Débito
15-09-2024,Rendimentos,receita,4788.38,Rendimentos - pagamento,
2022-10-30,Transporte ,despesa,37.2,Transporte - pagamento,Cartão de Crédito
2024/05/27,Impostos,despesa,643.29,,
2022/03/07,Lazer,despesa,49.9,,Transferência
2022-04-22,Moradia,despesa,415.8,,Transferência
09-01-2023,Lazer,despesa,466.84,,Cartão de Crédito
27/12/2024,Lazer,despesa,490.01,,Débito
2022/07/23,Transporte ,despesa,388.47,Transporte - pagamento,Transferência
24-09-2022,Moradia,despesa,288.04,,Cartão de Crédito
2022-01-14,Bônus,receita,3341.25,Bônus - pagamento,Boleto
11/07/2022, Saúde,despesa,422.71,Saúde - pagamento,
2022-06-24,Freelance,receita,3575.41,Freelance - pagamento,
2023-02-07,Impostos,despesa,213.36,Impostos - pagamento,Transferência
02/06/2022, Saúde,despesa,491.83,,
2022-07-25,Educação,despesa,"R$ 5,00",Educação - pagamento,Débito
2024-01-06,Lazer,despesa,402.4,Lazer - pagamento,Débito
11-04-2022,Vestuário,despesa,721.57,,Débito
2023/09/14,Impostos,despesa,442.14,Impostos - pagamento,Débito
2023/11/08,Rendimentos,receita,1427.32,Rendimentos - pagamento,Boleto
2024-05-21,Freelance,receita,"R$ 3.180,14",Freelance - pagamento,
23-12-2023,Rendimentos,receita,4114.3,Rendimentos - pagamento,Pix
15-08-2023,Alimentação,despesa,309.87,,Boleto
13-10-2022,Educação,despesa,490.15,Educação - pagamento,Transferência
2022-08-16,Salário,receita,5887.4,,Transferência
12/02/2024,Impostos,despesa,130.49,,Cartão de Crédito
09-12-2022,Lazer,despesa,526.37,Lazer - pagamento,Débito
18-07-2024,Educação,despesa,398.74,Educação - pagamento,
26/10/2024,Transporte ,despesa,"R$ 5,00",Transporte - pagamento,
2022-04-26,Vestuário,despesa,260.57,,Pix
10/03/2022,Impostos,despesa,142.58,Impostos - pagamento,Débito
29-08-2024,alimentação,despesa,478.71,,Boleto
12/01/2024,Vestuário,despesa,69.34,,Cartão de Crédito
2024/12/10,Freelance,receita,"R$ 2.881,95",,Débito
2023-05-27,Bônus,receita,2722.97,Bônus - pagamento,
10/07/2022,Lazer,despesa,219.23,Lazer - pagamento,Boleto
2023-07-17,Educação,despesa,5,Educação - pagamento,Pix
19/02/2023,Freelance,receita,5503.09,,Transferência
24/05/2023,Rendimentos,receita,2999.5,Rendimentos - pagamento,Pix
18/12/2022,Manutenção,despesa,5,,Transferência
2023-03-23,Salário,receita,7254.01,Salário - pagamento,Débito
27-11-2023,Rendimentos,receita,3059.89,,
19-08-2024, Saúde,despesa,17.61,Saúde - pagamento,
2022-05-01,Lazer,despesa,"R$ 556,25",Lazer - pagamento,Cartão de Crédito
18/12/2024,Salário,receita,2880.98,Salário - pagamento,
2022-03-01,Moradia,despesa,34.84,Moradia - pagamento,Pix
2024/07/10,Manutenção,despesa,222.63,Manutenção - pagamento,Boleto
09-07-2024,Impostos,despesa,599.41,Impostos - pagamento,Boleto
2023/02/14,Educação,despesa,407.51,Educação - pagamento,Boleto
2023-06-17,Rendimentos,receita,7532.83,,Cartão de Crédito
2024-11-23,Lazer,despesa,603.57,Lazer - pagamento,Pix
19-06-2024,alimentação,despesa,29.73,alimentação - pagamento,Cartão de Crédito
2022/08/17,Lazer,despesa,650.48,,Cartão de Crédito
2022/07/07,Moradia,despesa,669.29,Moradia - pagamento,Pix
13-11-2024,alimentação,despesa,285.11,alimentação - pagamento,Boleto
2024-11-17,Rendimentos,receita,6769.83,Rendimentos - pagamento,Pix
01-04-2022,Transporte ,despesa,268.29,Transporte - pagamento,Transferência
21/04/2024,Transporte ,despesa,528.02,Transporte - pagamento,Pix
2023-05-20,assinaturas,despesa,"R$ 407,86",,
31/10/2023,alimentação,despesa,175.7,alimentação - pagamento,Débito
05-11-2023,Vestuário,despesa,480.76,,Débito
20/07/2024,Lazer,despesa,399.24,Lazer - pagamento,Débito
2024/11/05,assinaturas,despesa,"R$ 609,07",assinaturas - pagamento,Débito
2024/03/30,alimentação,despesa,147.1,,Boleto
22/11/2022,Vestuário,despesa,633.53,,
05/10/2023,Bônus,receita,"R$ 977,51",Bônus - pagamento,Cartão de Crédito
29-11-2023,Salário,receita,2711.05,,Débito
2022-12-11,Vestuário,despesa,359.47,Vestuário - pagamento,Transferência
02-12-2024, Saúde,despesa,196.83,,Débito
2022-01-20,Transporte ,despesa,5,Transporte - pagamento,Transferência
30/01/2023, Saúde,despesa,274.16,Saúde - pagamento,Transferência
2022-06-02,Impostos,despesa,209.61,Impostos - pagamento,Pix
19/11/2022,Manutenção,despesa,236.61,Manutenção - pagamento,Boleto
10-11-2023,Transporte ,despesa,470.33,Transporte - pagamento,Débito
2022-05-10,Lazer,despesa,209.36,Lazer - pagamento,Boleto
08/03/2024,alimentação,despesa,558.77,alimentação - pagamento,Boleto
02-09-2022,Salário,receita,2646.41,Salário - pagamento,Cartão de Crédito
05/09/2024,Bônus,receita,6699.6,Bônus - pagamento,Pix
28/12/2024,Bônus,receita,6686.52,Bônus - pagamento,
2024-09-02,Vestuário,despesa,275.01,,Boleto
06/08/2023,Bônus,receita,1611.37,Bônus - pagamento,Transferência
2022-02-18,Lazer,despesa,258.49,,Débito
2023/11/23,Alimentação,despesa,209.96,,Cartão de Crédito
2024/04/24,,receita,2520.53,Freelance - pagamento,Boleto
2024/10/02,Rendimentos,receita,3588.48,Rendimentos - pagamento,Pix
26/04/2024,Alimentação,despesa,36.42,Alimentação - pagamento,Boleto
2023/11/20,Salário,receita,3955.41,Salário - pagamento,Boleto
2022/11/05,Freelance,receita,3650.84,Freelance - pagamento,Pix
04/09/2023,alimentação,despesa,416.9,alimentação - pagamento,Débito
18/09/2023, Saúde,despesa,531.69,Saúde - pagamento,Cartão de Crédito
05/07/2022,Rendimentos,receita,6078.91,Rendimentos - pagamento,Transferência
18/11/2024,Bônus,receita,"R$ 2.577,85",,Cartão de Crédito
01/11/2024,Transporte ,despesa,269.8,Transporte - pagamento,Transferência
2022-02-25,Bônus,receita,5818.2,Bônus - pagamento,Boleto
15-09-2023,Manutenção,despesa,"R$ 249,44",Manutenção - pagamento,Cartão de Crédito
2022/03/27,Alimentação,despesa,5,Alimentação - pagamento,Pix
2023-04-22, Saúde,despesa,405.09,,Transferência
2022/08/14,Freelance,receita,5704.35,,Débito
08-04-2024,assinaturas,despesa,874.55,assinaturas - pagamento,Transferência
2022-03-13,Freelance,receita,1939.02,,Boleto
2022-05-23,assinaturas,despesa,311.59,assinaturas - pagamento,Pix
2023/10/01,Salário,receita,4913.83,Salário - pagamento,Pix
2023/05/08,Bônus,receita,4462.84,Bônus - pagamento,Pix
2023/03/25,Freelance,receita,5648.83,,Pix
23-09-2022,Vestuário,despesa,5,,
2023-10-23,Salário,receita,5515.8,Salário - pagamento,
2023-09-29,Educação,despesa,299.46,,
11/09/2023,Educação,despesa,"R$ 5,00",,Débito
2024/12/19, Saúde,despesa,249.31,,
2022-07-08,Manutenção,despesa,541.27,,Transferência
2023-02-07,Bônus,receita,1818.81,Bônus - pagamento,Débito
30-01-2024,Vestuário,despesa,163.56,,Transferência
2024-04-24,Educação,despesa,"R$ 234,70",Educação - pagamento,Cartão de Crédito
18-07-2024,Freelance,receita,5239.37,Freelance - pagamento,
01/12/2022,Rendimentos,receita,5019.64,Rendimentos - pagamento,Débito
2024-08-03,assinaturas,despesa,505.0,assinaturas - pagamento,Cartão de Crédito
12-09-2024,Alimentação,despesa,410.3,Alimentação - pagamento,Cartão de Crédito
2023/12/20,Freelance,receita,5999.5,Freelance - pagamento,Boleto
2022-11-22,Educação,despesa,22.06,Educação - pagamento,Pix
25-03-2024,assinaturas,despesa,"R$ 244,68",assinaturas - pagamento,Pix
2022-10-06,Manutenção,despesa,238.06,,Boleto
2023-12-29,Rendimentos,receita,3685.98,,
22/05/2023,alimentação,despesa,"R$ 74,70",alimentação - pagamento,
09-11-2023,Freelance,receita,"R$ 3.827,66",Freelance - pagamento,Débito
27/06/2023,Manutenção,despesa,253.98,Manutenção - pagamento,
2024/07/23,Educação,despesa,261.2,Educação - pagamento,Cartão de Crédito
2023/12/03,Manutenção,despesa,197.82,,Transferência
2024-10-02,Freelance,receita,6596.06,Freelance - pagamento,Boleto
03-11-2022,Manutenção,despesa,230.46,,Cartão de Crédito
09-11-2022,Lazer,despesa,554.36,,Débito
25-01-2023, Saúde,despesa,367.68,,Cartão de Crédito
17/02/2022, Saúde,despesa,"R$ 99,89",,Boleto
2023/11/15,alimentação,despesa,337.64,alimentação - pagamento,
2024-10-07,Bônus,receita,6070.98,,
12-05-2022,Alimentação,despesa,30.34,,
2023-04-09,Moradia,despesa,167.23,,
15-12-2023,Lazer,despesa,502.3,Lazer - pagamento,Cartão de Crédito
17-11-2024,Rendimentos,receita,6441.62,,Débito
08/07/2022,Transporte ,despesa,190.77,Transporte - pagamento,Pix
13/02/2024,Bônus,receita,5759.38,Bônus - pagamento,Débito
20-10-2022,Impostos,despesa,340.93,Impostos - pagamento,Pix
2022-10-01,assinaturas,despesa,167.87,,
2023/04/12,assinaturas,despesa,81.09,assinaturas - pagamento,Pix
12/11/2022,assinaturas,despesa,529.05,assinaturas - pagamento,Boleto
31-07-2024,Freelance,receita,6802.78,Freelance - pagamento,Cartão de Crédito
2024-07-26,Salário,receita,3821.56,Salário - pagamento,Débito
2022/12/06,Manutenção,despesa,254.93,Manutenção - pagamento,Boleto
2022-04-24, Saúde,despesa,187.89,Saúde - pagamento,Boleto
2023-11-03,Educação,despesa,"R$ 393,51",Educação - pagamento,
2024/06/24,Moradia,despesa,617.46,Moradia - pagamento,Boleto
2022/01/29,,receita,5226.06,,Transferência
28/09/2022,Bônus,receita,4040.47,Bônus - pagamento,Cartão de Crédito
09/11/2023,Transporte ,despesa,285.39,Transporte - pagamento,Pix
2023-03-15,Bônus,receita,3519.0,Bônus - pagamento,Transferência
2023-07-19,Moradia,despesa,5,Moradia - pagamento,Débito
2022-07-17, Saúde,despesa,"R$ 426,24",,Cartão de Crédito
2024-11-12,Manutenção,despesa,404.63,Manutenção - pagamento,Boleto
21-06-2023,alimentação,despesa,680.23,,Pix
19/03/2023,Transporte ,despesa,457.45,,Boleto
2022/06/02,Educação,despesa,260.28,,Boleto
08/08/2022,Rendimentos,receita,4638.09,Rendimentos - pagamento,Transferência
02/04/2022,Transporte ,despesa,195.5,,Cartão de Crédito
26-12-2023,Alimentação,despesa,746.91,Alimentação - pagamento,Pix
26/02/2024,assinaturas,despesa,293.58,assinaturas - pagamento,Transferência
03-10-2022,Rendimentos,receita,5791.46,Rendimentos - pagamento,
10/04/2022,Salário,receita,3424.93,Salário - pagamento,Cartão de Crédito
16-02-2023,assinaturas,despesa,5,assinaturas - pagamento,Pix
2024-03-23,Manutenção,despesa,"R$ 209,85",Manutenção - pagamento,Boleto
2023/07/08,Manutenção,despesa,288.05,Manutenção - pagamento,Boleto
12/11/2024,Manutenção,despesa,418.07,Manutenção - pagamento,Boleto
08/03/2022,Vestuário,despesa,752.39,Vestuário - pagamento,Cartão de Crédito
2022-08-25,Moradia,despesa,496.69,Moradia - pagamento,
2022-03-01,Transporte ,despesa,696.26,Transporte - pagamento,Transferência
2024-06-16,Educação,despesa,345.07,Educação - pagamento,
2022/01/09,Transporte ,despesa,850.0,Transporte - pagamento,Boleto
2024-09-20,Transporte ,despesa,"R$ 400,87",Transporte - pagamento,Pix
2023-05-25,Moradia,despesa,167.1,Moradia - pagamento,Boleto
01-09-2024, Saúde,despesa,357.64,Saúde - pagamento,Pix
09-11-2024,Moradia,despesa,658.17,,
2023-06-18,alimentação,despesa,10.16,alimentação - pagamento,Cartão de Crédito
10-07-2022,Freelance,receita,6241.65,Freelance - pagamento,Transferência
10-08-2024,Alimentação,despesa,685.71,,
20/01/2023,Impostos,despesa,401.72,Impostos - pagamento,
01/06/2023,alimentação,despesa,797.01,alimentação - pagamento,Pix
22/04/2023,Transporte ,despesa,433.51,,
2022/07/04,Impostos,despesa,340.07,Impostos - pagamento,
09/03/2022, Saúde,despesa,207.5,Saúde - pagamento,Débito
2023-07-03, Saúde,despesa,465.45,Saúde - pagamento,Débito
2024/04/10,Impostos,despesa,"R$ 465,96",Impostos - pagamento,Cartão de Crédito
19-01-2022,Vestuário,despesa,164.81,Vestuário - pagamento,Boleto
2024-08-27,Vestuário,despesa,269.36,Vestuário - pagamento,Débito
19/03/2022,Manutenção,despesa,523.12,,Cartão de Crédito
2022-02-12,Vestuário,despesa,799.01,Vestuário - pagamento,Cartão de Crédito
2024/07/31,alimentação,despesa,5,alimentação - pagamento,Transferência
08-12-2024,Moradia,despesa,775.85,Moradia - pagamento,Boleto
05/01/2024, Saúde,despesa,224.67,Saúde - pagamento,Pix
2023/12/12,alimentação,despesa,220.41,alimentação - pagamento,Pix
2022/02/11,Rendimentos,receita,7524.74,Rendimentos - pagamento,Pix
23/04/2023,,despesa,599.48,Vestuário - pagamento,Cartão de Crédito
2024/04/27,Impostos,despesa,5,Impostos - pagamento,Pix
25-06-2022,Impostos,despesa,509.64,Impostos - pagamento,Transferência
2024/02/21,alimentação,despesa,490.96,alimentação - pagamento,Cartão de Crédito
13/04/2024,Freelance,receita,3542.01,,Cartão de Crédito
28/02/2022,Freelance,receita,7817.58,Freelance - pagamento,Cartão de Crédito
2024-04-21,Vestuário,despesa,5,,Transferência
18/04/2023,Manutenção,despesa,387.46,Manutenção - pagamento,
2024/03/14,Freelance,receita,6280.69,Freelance - pagamento,Cartão de Crédito
2022/05/08,Bônus,receita,2628.41,Bônus - pagamento,Cartão de Crédito
2023-11-14,Bônus,receita,"R$ 5.840,55",Bônus - pagamento,
2024/09/17,Transporte ,despesa,5,Transporte - pagamento,Cartão de Crédito
2022/08/16,Lazer,despesa,584.42,Lazer - pagamento,Débito
16-01-2023,Alimentação,despesa,295.71,Alimentação - pagamento,Boleto
12/01/2022,assinaturas,despesa,590.99,assinaturas - pagamento,Pix
2023/06/28,Alimentação,despesa,"R$ 396,57",Alimentação - pagamento,Boleto
22/08/2024,Rendimentos,receita,5680.96,Rendimentos - pagamento,
